Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg06611115,ENSG00000181472,ZBTB2,298516,L6,7.130008618853018e-12,8.999100089991e-4
cg27039118,ENSG00000227170,AF178030.2,52349,L1,7.1502902662103194e-12,7.999200079992001e-4
cg25706683,ENSG00000236039,AC017060.1,98925,R4,7.288275700649496e-12,1.9998000199980003e-4
cg21406518,ENSG00000280213,UCKL1-AS1,206459,L12,7.319082507294798e-12,1.9998000199980003e-4
cg05890855,ENSG00000235770,LINC00607,74645,L4,7.541154093543186e-12,5.999400059994001e-4
cg05702218,ENSG00000152061,RABGAP1L,0,L5,7.597695020391757e-12,9.999000099990002e-5
cg06720544,ENSG00000232693,AC012370.2,33198,L1,7.639947812462645e-12,9.999000099990002e-5
cg01250845,ENSG00000246067,RAB30-AS1,75030,R8,7.798850104954161e-12,9.999000099990002e-5
cg01362358,ENSG00000189050,RNFT1,75237,L7,8.00527265662018e-12,1.9998000199980003e-4
cg01200344,ENSG00000112339,HBS1L,337761,R6,8.125604882634797e-12,3.9996000399960006e-4
cg00169930,ENSG00000169020,ATP5I,68271,L5,8.24770786766654e-12,5.999400059994001e-4
cg22964496,ENSG00000214298,MRPS21P6,136968,R2,8.250833682909552e-12,7.999200079992001e-4
cg21449646,ENSG00000104611,SH2D4A,211906,L1,8.309431341855261e-12,2.9997000299970003e-4
cg12172163,ENSG00000126231,PROZ,0,L2,8.781976314393988e-12,5.999400059994001e-4
cg15619439,ENSG00000149968,MMP3,5586,R1,9.018963638705973e-12,9.99900009999e-4
cg24339704,ENSG00000099800,TIMM13,101129,L5,9.154195618466023e-12,3.9996000399960006e-4
cg20439473,ENSG00000264914,RP11-343K8.3,61127,L2,9.173500079120562e-12,1.9998000199980003e-4
cg14780990,ENSG00000275965,RP11-386M24.10,3286,L1,9.232504997566359e-12,2.9997000299970003e-4
cg20616821,ENSG00000232450,RP4-730K3.3,23318,R2,9.291412453200023e-12,5.999400059994001e-4
cg07772781,ENSG00000241280,RP11-221J22.2,81371,L1,9.304557495753593e-12,4.999500049995e-4
cg21604970,ENSG00000230498,RP4-564M11.2,28029,R3,9.382570125225974e-12,9.999000099990002e-5
cg27449150,ENSG00000271427,RP11-188D8.1,289230,L7,9.395612868270147e-12,1.9998000199980003e-4
cg25338972,ENSG00000181472,ZBTB2,298494,L6,9.897363484102087e-12,9.99900009999e-4
cg11197206,ENSG00000258693,RP11-436M15.3,60330,L1,1.0091876389124669e-11,3.9996000399960006e-4
cg00169897,ENSG00000198931,APRT,220429,L9,1.0309949302035833e-11,7.999200079992001e-4
cg27606671,ENSG00000255306,RP5-901A4.1,116534,L7,1.0309949302035833e-11,9.999000099990002e-5
cg21188610,ENSG00000136827,TOR1A,199844,L7,1.0940234942445498e-11,2.9997000299970003e-4
cg17339440,ENSG00000147471,PROSC,106663,L5,1.1103609331965073e-11,3.9996000399960006e-4
cg20085953,ENSG00000242583,RP11-379K17.9,292714,L7,1.1245573392212101e-11,5.999400059994001e-4
cg27268104,ENSG00000241825,RPL7P42,313858,L10,1.2129252792641275e-11,9.999000099990002e-5
cg17939040,ENSG00000275029,HMGB1P24,2568,L1,1.2525842694266882e-11,8.999100089991e-4
cg13796936,ENSG00000271427,RP11-188D8.1,267109,L6,1.2592051218691054e-11,1.9998000199980003e-4
cg21406518,ENSG00000171695,LKAAEAR1,79085,L2,1.4033953894152375e-11,2.9997000299970003e-4
cg22328837,ENSG00000124813,RUNX2,0,L2,1.4066702764615488e-11,9.99900009999e-4
cg26089753,ENSG00000181472,ZBTB2,415137,L6,1.4118609400846004e-11,9.99900009999e-4
cg02404349,ENSG00000273792,RP11-554D20.2,277698,R6,1.4226086006151923e-11,8.999100089991e-4
cg16772207,ENSG00000171695,LKAAEAR1,80094,L2,1.4502126171220074e-11,2.9997000299970003e-4
cg00836101,ENSG00000175746,C15orf54,329201,L4,1.467648529233269e-11,6.999300069993001e-4
cg21367256,ENSG00000171703,TCEA2,91957,L7,1.4811388788229975e-11,4.999500049995e-4
cg19952454,ENSG00000236489,RP11-537I16.2,176658,L4,1.5273660237006286e-11,1.9998000199980003e-4
cg27460531,ENSG00000141564,RPTOR,0,L3,1.6001237662683275e-11,8.999100089991e-4
cg04044188,ENSG00000107897,ACBD5,460951,R9,1.629810754852166e-11,9.99900009999e-4
cg06235575,ENSG00000171703,TCEA2,92137,L7,1.7158155496715967e-11,4.999500049995e-4
cg19460095,ENSG00000255427,RP11-350D17.2,76495,L1,1.7173250800295555e-11,9.999000099990002e-5
cg13635184,ENSG00000196453,ZNF777,225327,R10,1.7669389583185608e-11,6.999300069993001e-4
cg19660812,ENSG00000169490,TM2D2,228877,R6,1.846430467004383e-11,1.9998000199980003e-4
cg26070874,ENSG00000270196,RP11-550A18.1,57117,L2,1.8691072501882674e-11,3.9996000399960006e-4
cg24701267,ENSG00000272774,RP11-433A10.3,140109,R6,1.8702734899606497e-11,8.999100089991e-4
cg00582941,ENSG00000250917,RP4-785G19.5,19875,L4,2.0428983065612637e-11,9.999000099990002e-5
cg07222575,ENSG00000080189,SLC35C2,216632,R4,2.045767194893756e-11,3.9996000399960006e-4
cg26703758,ENSG00000188211,NCR3LG1,392872,L10,2.060785028099471e-11,4.999500049995e-4
cg05903710,ENSG00000259940,CTD-3203P2.1,149417,L4,2.0759107149829182e-11,6.999300069993001e-4
cg19286989,ENSG00000242802,AP5Z1,950685,R3,2.1689725009192472e-11,7.999200079992001e-4
cg08755736,ENSG00000200525,RNU6-1209P,109512,R7,2.2896206988927755e-11,9.999000099990002e-5
cg26185500,ENSG00000085788,DDHD2,238336,L10,2.3332233825570184e-11,5.999400059994001e-4
cg26487259,ENSG00000259420,RP11-307C19.2,150938,R4,2.34508764479701e-11,5.999400059994001e-4
cg24657085,ENSG00000173991,TCAP,37535,L3,2.350302683067315e-11,1.9998000199980003e-4
cg05961632,ENSG00000249057,MAST4-IT1,63315,R3,2.3838917553516984e-11,9.999000099990002e-5
cg22433447,ENSG00000241127,YAE1D1,317582,R4,2.4022777786020857e-11,2.9997000299970003e-4
cg18448614,ENSG00000272479,RP11-301G7.1,147405,R2,2.497318357027482e-11,9.999000099990002e-5
cg26932623,ENSG00000249007,RP11-510N19.5,2372,R1,2.6007925715663813e-11,9.999000099990002e-5
cg04108706,ENSG00000116260,QSOX1,0,R1,2.6794943074403855e-11,6.999300069993001e-4
cg06506470,ENSG00000242802,AP5Z1,784599,R3,2.7585555263143044e-11,7.999200079992001e-4
cg24558378,ENSG00000173627,APOBEC4,25864,R4,2.7729933506626054e-11,4.999500049995e-4
cg14557216,ENSG00000164978,NUDT2,117947,L5,2.778674673884999e-11,1.9998000199980003e-4
cg26400954,ENSG00000136153,LMO7,0,L3,2.923583533508071e-11,7.999200079992001e-4
cg01110616,ENSG00000255525,RP1-296L11.1,719138,L8,2.937757670942198e-11,9.999000099990002e-5
cg17339440,ENSG00000104221,BRF2,36526,L3,3.009680490114952e-11,4.999500049995e-4
cg18535410,ENSG00000126231,PROZ,19698,R1,3.0630959692680204e-11,6.999300069993001e-4
cg12412384,ENSG00000275560,RP11-180M15.7,198880,R8,3.154894703625781e-11,3.9996000399960006e-4
cg22367981,ENSG00000116903,EXOC8,490449,L7,3.1893792219036454e-11,2.9997000299970003e-4
cg02661623,ENSG00000280439,RP4-568B10.1,72499,R3,3.367022535892779e-11,9.99900009999e-4
cg13211324,ENSG00000240751,RP11-553D4.2,293569,L8,3.374721134728014e-11,1.9998000199980003e-4
cg20489946,ENSG00000279677,RP11-327P2.6,235355,L7,3.388974430585729e-11,2.9997000299970003e-4
cg02314201,ENSG00000130640,TUBGCP2,248357,R10,3.4040967426891e-11,3.9996000399960006e-4
cg07618409,ENSG00000242889,RN7SL449P,46736,L1,3.4147299604338464e-11,2.9997000299970003e-4
cg27268104,ENSG00000233560,KRT8P39,293100,L8,3.606549202814564e-11,9.99900009999e-4
cg17578639,ENSG00000177565,TBL1XR1,0,L4,3.8489199945325906e-11,4.999500049995e-4
cg03228065,ENSG00000266643,MIR3677,43942,R8,3.85874368118456e-11,4.999500049995e-4
cg17408935,ENSG00000276234,TADA2A,3370,L1,3.876786225338686e-11,9.999000099990002e-5
cg10542123,ENSG00000205740,RP11-363N22.3,655933,L10,3.890768412846421e-11,9.999000099990002e-5
cg10512020,ENSG00000257818,C1GALT1P1,271230,L8,4.015788135045135e-11,9.999000099990002e-5
cg00101602,ENSG00000148719,DNAJB12,234743,R8,4.1069329657641985e-11,7.999200079992001e-4
cg17063452,ENSG00000120029,C10orf76,154907,R7,4.166525601928414e-11,6.999300069993001e-4
cg24895497,ENSG00000223697,AF230666.2,711922,R7,4.288258295135316e-11,4.999500049995e-4
cg25628461,ENSG00000169020,ATP5I,18895,L3,4.41346634257782e-11,5.999400059994001e-4
cg05865769,ENSG00000266297,MIR744,41373,R1,4.4291347770224315e-11,2.9997000299970003e-4
cg02482603,ENSG00000152061,RABGAP1L,0,L5,4.5097112098771574e-11,9.999000099990002e-5
cg12309348,ENSG00000198783,ZNF830,384292,R7,4.8804842849875824e-11,7.999200079992001e-4
cg13912214,ENSG00000158467,AHCYL2,273090,L7,4.8804842849875824e-11,7.999200079992001e-4
cg15698171,ENSG00000171703,TCEA2,91763,L7,4.915632318474018e-11,7.999200079992001e-4
cg12178900,ENSG00000279677,RP11-327P2.6,77045,L3,5.008614376804423e-11,4.999500049995e-4
cg14938181,ENSG00000278642,RP11-159D12.11,276957,R8,5.1010167326641436e-11,5.999400059994001e-4
cg25628461,ENSG00000233799,AC139887.4,71251,R5,5.224356745684642e-11,1.9998000199980003e-4
cg13635184,ENSG00000197024,ZNF398,23231,L2,5.3572025586844147e-11,9.999000099990002e-5
cg03048432,ENSG00000270062,RP11-248J18.3,99760,L2,5.434456938375367e-11,9.999000099990002e-5
cg25037394,ENSG00000011009,LYPLA2,30562,L2,5.434474006021707e-11,9.99900009999e-4
cg27515052,ENSG00000254153,CTA-398F10.2,194256,L5,5.453941390685663e-11,5.999400059994001e-4
cg26655004,ENSG00000185974,GRK1,19140,R2,5.515587662030192e-11,9.999000099990002e-5
cg03996020,ENSG00000243479,MNX1-AS1,371003,L9,5.604347722963121e-11,1.9998000199980003e-4
cg09569850,ENSG00000252892,RNU6-548P,266844,R8,5.667388068872016e-11,4.999500049995e-4
cg04573500,ENSG00000242889,RN7SL449P,251040,R5,5.6977266568524794e-11,2.9997000299970003e-4
cg13959831,ENSG00000147905,ZCCHC7,182193,R7,5.7136000929206815e-11,6.999300069993001e-4
cg05459517,ENSG00000272043,RP11-44N11.3,2593,L1,5.722759198868496e-11,9.999000099990002e-5
cg13306338,ENSG00000242802,AP5Z1,647645,R3,5.754602307427583e-11,8.999100089991e-4
cg20306265,ENSG00000271427,RP11-188D8.1,249528,L5,5.795529125445513e-11,2.9997000299970003e-4
cg02721065,ENSG00000155792,DEPTOR,0,L2,5.879342267375423e-11,6.999300069993001e-4
cg23968286,ENSG00000238083,LRRC37A2,202664,L5,5.879342267375423e-11,7.999200079992001e-4
cg16239800,ENSG00000105136,ZNF419,56333,R8,5.921506630041087e-11,9.999000099990002e-5
cg27328839,ENSG00000233871,DLG5-AS1,7666,R1,6.136782744882393e-11,7.999200079992001e-4
cg24757937,ENSG00000184302,SIX6,131989,L6,6.208663781487563e-11,9.999000099990002e-5
cg21406518,ENSG00000171703,TCEA2,91097,L7,6.314529797555416e-11,7.999200079992001e-4
cg20371046,ENSG00000186009,ATP4B,702,R1,6.447513091170168e-11,9.999000099990002e-5
cg13635184,ENSG00000170260,ZNF212,33615,R2,6.49728523118323e-11,8.999100089991e-4
cg19653282,ENSG00000184752,NDUFA12,280971,R2,6.590591472339257e-11,2.9997000299970003e-4
cg18535410,ENSG00000269376,RP11-120K24.5,128634,L5,6.600137417504382e-11,2.9997000299970003e-4
cg12828073,ENSG00000171703,TCEA2,91987,L7,6.637734421727787e-11,7.999200079992001e-4
cg25961292,ENSG00000256898,RP11-707G14.8,204688,R9,6.695453078028548e-11,9.999000099990002e-5
cg10196532,ENSG00000181358,CTAGE10P,330085,R8,7.15650150603555e-11,5.999400059994001e-4
cg08380379,ENSG00000201737,RNU1-133P,11878,L1,7.218228720035567e-11,4.999500049995e-4
cg20680265,ENSG00000158321,AUTS2,0,R1,7.229806163132108e-11,2.9997000299970003e-4
cg03010887,ENSG00000278716,LA16c-352F7.1,75797,L1,7.276803623129518e-11,9.999000099990002e-5
cg00350503,ENSG00000104979,C19orf53,271366,R5,7.333378842573674e-11,1.9998000199980003e-4
cg02127234,ENSG00000253223,RP11-409C19.2,207834,R6,7.392169594920808e-11,4.999500049995e-4
cg24032710,ENSG00000156411,C14orf2,375852,L9,7.491461895541809e-11,2.9997000299970003e-4
cg26871347,ENSG00000279281,RP11-226M10.3,153850,R1,7.569722263461035e-11,9.999000099990002e-5
cg14476212,ENSG00000132394,EEFSEC,337104,R9,7.65287344169337e-11,3.9996000399960006e-4
cg05055844,ENSG00000110080,ST3GAL4,0,L2,7.817681819670244e-11,1.9998000199980003e-4
cg13678205,ENSG00000203993,ARRDC1-AS1,261682,L2,7.87338480496894e-11,9.99900009999e-4
cg22635088,ENSG00000145494,NDUFS6,280202,L10,7.929475565260951e-11,5.999400059994001e-4
cg23658462,ENSG00000118046,STK11,62117,L9,7.929475565260951e-11,9.99900009999e-4
cg04462561,ENSG00000182957,SPATA13,0,L5,7.985956733626391e-11,9.999000099990002e-5
cg06772221,ENSG00000008513,ST3GAL1,404899,R7,8.452182536658292e-11,5.999400059994001e-4
cg25457884,ENSG00000280213,UCKL1-AS1,207797,L12,8.572832729091076e-11,4.999500049995e-4
cg16769791,ENSG00000253898,LINC01419,856894,L4,9.114750042589459e-11,2.9997000299970003e-4
cg02520399,ENSG00000254153,CTA-398F10.2,145768,R4,9.178764831307345e-11,5.999400059994001e-4
cg12636882,ENSG00000125388,GRK4,138455,L3,9.399100049089262e-11,4.999500049995e-4
cg27456185,ENSG00000275965,RP11-386M24.10,18115,L1,9.555391736016256e-11,4.999500049995e-4
cg08443563,ENSG00000279191,RP11-803D5.1,374421,L8,9.986577469325187e-11,9.999000099990002e-5
cg07052524,ENSG00000006712,PAF1,127999,L9,1.0087156536719398e-10,5.999400059994001e-4
cg17063452,ENSG00000166189,HPS6,374698,R10,1.0230556621269614e-10,3.9996000399960006e-4
cg13429095,ENSG00000199349,Y_RNA,8136,R2,1.0377405167407307e-10,3.9996000399960006e-4
cg00485748,ENSG00000080189,SLC35C2,312610,R7,1.0748312579497302e-10,7.999200079992001e-4
cg13396713,ENSG00000167699,GLOD4,155316,R6,1.0977964086135818e-10,8.999100089991e-4
cg18875607,ENSG00000113734,BNIP1,333518,L10,1.1055574424916963e-10,7.999200079992001e-4
cg20439473,ENSG00000242889,RN7SL449P,365315,L9,1.1253365292308379e-10,3.9996000399960006e-4
cg02866152,ENSG00000101152,DNAJC5,228461,L14,1.1291635128221429e-10,2.9997000299970003e-4
cg18640536,ENSG00000230929,RP11-395C3.1,247048,L7,1.1444062582549859e-10,7.999200079992001e-4
cg07945582,ENSG00000199085,MIR148A,216972,L1,1.1491169978274892e-10,9.99900009999e-4
cg19755714,ENSG00000280262,RP11-542P2.2,576652,R8,1.2053121325292747e-10,2.9997000299970003e-4
cg25457884,ENSG00000171695,LKAAEAR1,80423,L2,1.2187202659564155e-10,7.999200079992001e-4
cg11876048,ENSG00000242889,RN7SL449P,357813,R8,1.2253853418834183e-10,3.9996000399960006e-4
cg09565111,ENSG00000139496,NUP58,621884,L7,1.2286098044835678e-10,8.999100089991e-4
cg12172163,ENSG00000269376,RP11-120K24.5,161320,L7,1.2349987165140827e-10,2.9997000299970003e-4
cg01869342,ENSG00000251175,RP11-45L9.1,235343,L4,1.2837713303517469e-10,9.99900009999e-4
cg04023526,ENSG00000272301,RP11-111M22.4,270759,L9,1.290518083500997e-10,1.9998000199980003e-4
cg11815984,ENSG00000272047,GTF2H5,300809,L6,1.29960721451642e-10,4.999500049995e-4
cg06050631,ENSG00000164440,TXLNB,485573,L7,1.3087588553212995e-10,4.999500049995e-4
cg13587665,ENSG00000132394,EEFSEC,26754,L1,1.3179734249880429e-10,4.999500049995e-4
cg02693150,ENSG00000200525,RNU6-1209P,27318,R1,1.3349930601988842e-10,1.9998000199980003e-4
cg26150922,ENSG00000185414,MRPL30,1122983,L10,1.336593040879845e-10,8.999100089991e-4
cg00589181,ENSG00000244286,ITGB5-AS1,53701,L2,1.3483790160883917e-10,5.999400059994001e-4
cg23856293,ENSG00000171695,LKAAEAR1,79628,L2,1.3836002135929656e-10,8.999100089991e-4
cg04388863,ENSG00000280067,CTD-2600H12.2,108315,R4,1.384256557657008e-10,1.9998000199980003e-4
cg03094083,ENSG00000227543,SPAG5-AS1,61337,R7,1.4136743816435237e-10,7.999200079992001e-4
cg12828073,ENSG00000101152,DNAJC5,228303,L14,1.423609621759628e-10,2.9997000299970003e-4
cg27268104,ENSG00000257818,C1GALT1P1,284228,R6,1.430545615125679e-10,2.9997000299970003e-4
cg18372960,ENSG00000242802,AP5Z1,509524,R3,1.4436850857994667e-10,9.99900009999e-4
cg17234201,ENSG00000233799,AC139887.4,24734,R1,1.4950730631195487e-10,1.9998000199980003e-4
cg22039724,ENSG00000249942,AC142293.3,18253,R1,1.5257619249480737e-10,7.999200079992001e-4
cg19437852,ENSG00000171425,ZNF581,38476,L4,1.7191880362918795e-10,4.999500049995e-4
cg24633312,ENSG00000106603,COA1,347311,R4,1.7191880362918795e-10,4.999500049995e-4
cg09247235,ENSG00000236385,RP11-114M1.2,99237,R1,1.7303555237570913e-10,6.999300069993001e-4
cg18378955,ENSG00000237379,CBX1P3,82958,R3,1.8029881138780567e-10,9.999000099990002e-5
cg14029170,ENSG00000271218,RP3-523E19.2,394928,R7,1.9275340348823145e-10,1.9998000199980003e-4
cg04573500,ENSG00000279281,RP11-226M10.3,81150,R1,1.9710009098802357e-10,9.999000099990002e-5
cg11261691,ENSG00000228156,RP11-410N8.1,255320,R9,1.9864786963183652e-10,1.9998000199980003e-4
cg10297792,ENSG00000257517,RP4-601P9.1,77031,R3,2.026848436875782e-10,1.9998000199980003e-4
cg20371046,ENSG00000185974,GRK1,19053,R2,2.0434156507110608e-10,9.999000099990002e-5
cg26452081,ENSG00000264483,MIR5008,3809,L1,2.1031526081663735e-10,9.999000099990002e-5
cg25898520,ENSG00000242134,RPL5P13,1361991,R10,2.1254841314828853e-10,8.999100089991e-4
cg14260083,ENSG00000136297,MMD2,68760,R3,2.2054147946200876e-10,5.999400059994001e-4
cg03547905,ENSG00000169490,TM2D2,232280,R6,2.2080071790128733e-10,1.9998000199980003e-4
cg02113214,ENSG00000223657,KRT8P51,787325,L9,2.2598732547415447e-10,4.999500049995e-4
cg23352808,ENSG00000105176,URI1,0,R1,2.317698873443054e-10,1.9998000199980003e-4
cg07835482,ENSG00000150722,PPP1R1C,162875,R3,2.3199773439644295e-10,9.999000099990002e-5
cg19385365,ENSG00000223657,KRT8P51,640258,L8,2.3202766260175046e-10,4.999500049995e-4
cg26272088,ENSG00000259621,RP11-654A16.1,6574,L1,2.342402299425225e-10,9.999000099990002e-5
cg23968286,ENSG00000108433,GOSR2,164758,R7,2.350004361696076e-10,9.999000099990002e-5
cg07160602,ENSG00000259621,RP11-654A16.1,227045,R4,2.3698844170002667e-10,9.999000099990002e-5
cg12297970,ENSG00000219074,SOD1P1,146665,L7,2.4037803846519626e-10,9.999000099990002e-5
cg18720533,ENSG00000130640,TUBGCP2,258760,R10,2.4495802124630426e-10,4.999500049995e-4
cg13678205,ENSG00000182154,MRPL41,328033,L6,2.5009005696232165e-10,7.999200079992001e-4
cg14324800,ENSG00000228663,PSMD10P1,185083,R8,2.602456912387875e-10,1.9998000199980003e-4
cg09560658,ENSG00000251081,RP11-713M6.2,1210343,R8,2.633993401331856e-10,6.999300069993001e-4
cg01062470,ENSG00000164976,KIAA1161,50283,R4,2.735679069496168e-10,2.9997000299970003e-4
cg08629176,ENSG00000242889,RN7SL449P,267759,R5,2.759796018400203e-10,5.999400059994001e-4
cg24761827,ENSG00000155495,MAGEC1,0,R1,2.8250430720566594e-10,1.9998000199980003e-4
cg04365699,ENSG00000177565,TBL1XR1,375208,L9,2.8708689694281183e-10,8.999100089991e-4
cg00987534,ENSG00000225969,ABHD11-AS1,57583,L3,2.9207050036445403e-10,9.999000099990002e-5
cg15698171,ENSG00000280213,UCKL1-AS1,207125,L12,2.9307747219673434e-10,7.999200079992001e-4
cg19755714,ENSG00000272717,RP11-342I1.2,364104,L7,3.033274348126177e-10,9.999000099990002e-5
cg17159698,ENSG00000261693,RP13-467H17.1,642981,R8,3.054205899512301e-10,5.999400059994001e-4
cg15642209,ENSG00000265100,RP11-147L13.2,46425,L4,3.0859123140641613e-10,9.99900009999e-4
cg21263566,ENSG00000172339,ALG14,23000,L1,3.139441110984629e-10,9.99900009999e-4
cg13959831,ENSG00000233242,RP11-220I1.2,174202,R6,3.3353224166897336e-10,9.99900009999e-4
cg19296305,ENSG00000251081,RP11-713M6.2,807013,L9,3.473402270707379e-10,6.999300069993001e-4
cg06235575,ENSG00000280213,UCKL1-AS1,207499,L12,3.479839828400642e-10,7.999200079992001e-4
cg19437852,ENSG00000179922,ZNF784,59497,L6,3.4798598242287693e-10,3.9996000399960006e-4
cg27338807,ENSG00000277504,RP11-278A23.4,21301,R1,3.51501266393068e-10,1.9998000199980003e-4
cg20995304,ENSG00000276691,RP5-1057I20.5,13412,L1,3.7100971618020503e-10,6.999300069993001e-4
cg02220284,ENSG00000244203,FOXP1-AS1,325433,R3,3.932033874603591e-10,2.9997000299970003e-4
cg06442240,ENSG00000278389,RP11-626G11.6,6421,L1,4.0448993515738614e-10,6.999300069993001e-4
cg27422345,ENSG00000164880,INTS1,171238,L8,4.157115909133901e-10,9.99900009999e-4
cg15152595,ENSG00000251861,SCARNA20,275583,L3,4.220837085486313e-10,1.9998000199980003e-4
cg18714398,ENSG00000131931,THAP1,175790,R5,4.360409835167809e-10,2.9997000299970003e-4
cg00351813,ENSG00000172301,COPRS,252697,R8,4.82922599154107e-10,9.99900009999e-4
cg02480685,ENSG00000200525,RNU6-1209P,95981,R4,5.106528966142349e-10,1.9998000199980003e-4
cg12178900,ENSG00000281106,LINC00282,153457,L6,5.223211435333547e-10,9.999000099990002e-5
cg01057882,ENSG00000235269,AL162759.1,87760,L2,5.224936186227081e-10,5.999400059994001e-4
cg00029246,ENSG00000223657,KRT8P51,600117,L8,5.275742565523376e-10,7.999200079992001e-4
cg21406518,ENSG00000101152,DNAJC5,227413,L14,5.531419425006081e-10,6.999300069993001e-4
cg10835986,ENSG00000106603,COA1,70692,R2,5.60688340452366e-10,5.999400059994001e-4
cg07109745,ENSG00000129744,ART1,215905,L10,5.900073620473118e-10,3.9996000399960006e-4
cg24428389,ENSG00000162552,WNT4,5486,R1,5.959077671519355e-10,8.999100089991e-4
cg14713146,ENSG00000198586,TLK1,64684,R3,6.163965739745743e-10,3.9996000399960006e-4
cg26631397,ENSG00000202248,RNA5SP85,18921,R2,6.523285414044438e-10,1.9998000199980003e-4
cg14771313,ENSG00000244203,FOXP1-AS1,177633,R3,6.734078013691457e-10,3.9996000399960006e-4
cg06954677,ENSG00000165061,ZMAT4,514399,R8,7.06234689409034e-10,5.999400059994001e-4
cg02552189,ENSG00000233299,HIGD1AP4,371699,R3,7.198033471437076e-10,8.999100089991e-4
cg00351813,ENSG00000264862,RN7SL45P,80435,L6,7.266264586724016e-10,1.9998000199980003e-4
cg16182465,ENSG00000272301,RP11-111M22.4,270773,L9,7.295903658886917e-10,2.9997000299970003e-4
cg16755214,ENSG00000224004,ATP5C1P1,261632,L1,7.412173068106799e-10,6.999300069993001e-4
cg21367256,ENSG00000101152,DNAJC5,228273,L14,7.545455698110065e-10,6.999300069993001e-4
cg18423469,ENSG00000177337,DLGAP1-AS1,128505,L3,7.647588951943926e-10,9.999000099990002e-5
cg24164612,ENSG00000108516,AC003958.6,12895,L1,7.950053665244925e-10,9.999000099990002e-5
cg16097349,ENSG00000202248,RNA5SP85,2491,R2,8.104103150978227e-10,1.9998000199980003e-4
cg24757937,ENSG00000244756,RP11-1042B17.1,72528,L3,8.130539555757572e-10,9.999000099990002e-5
cg00169930,ENSG00000233799,AC139887.4,21875,R3,8.289033906410425e-10,6.999300069993001e-4
cg04275239,ENSG00000175470,PPP2R2D,785944,R3,8.345067372133168e-10,3.9996000399960006e-4
cg11868247,ENSG00000164654,MIOS,314249,L9,8.401216003458771e-10,4.999500049995e-4
cg17057086,ENSG00000223697,AF230666.2,394349,R7,8.745920115682372e-10,9.99900009999e-4
cg10344477,ENSG00000175711,B3GNTL1,0,L2,9.043667681172783e-10,3.9996000399960006e-4
cg03892103,ENSG00000261924,CTD-2561B21.5,426426,R7,9.600691030869172e-10,7.999200079992001e-4
cg07772781,ENSG00000170044,ZPLD1,19944,R1,9.657072503823813e-10,9.999000099990002e-5
cg23596826,ENSG00000229869,RP11-363N22.2,399705,R6,9.864823246693432e-10,1.9998000199980003e-4
cg20080983,ENSG00000100209,HSCB,276767,L9,9.89775537135071e-10,1.9998000199980003e-4
cg09063835,ENSG00000124172,ATP5E,573954,L9,1.006435505912658e-9,1.9998000199980003e-4
cg25199005,ENSG00000231612,RP11-522M21.3,606519,L6,1.0278552384091339e-9,4.999500049995e-4
cg00395579,ENSG00000253923,KB-1980E6.2,186607,R6,1.0825464623669534e-9,1.9998000199980003e-4
cg10315366,ENSG00000130640,TUBGCP2,181085,R8,1.1271717663435023e-9,4.999500049995e-4
cg13820205,ENSG00000148335,NTMT1,49629,L3,1.1422715441214885e-9,6.999300069993001e-4
cg12349181,ENSG00000221025,MIR1250,49948,R5,1.145690272031003e-9,2.9997000299970003e-4
cg01442005,ENSG00000167080,B4GALNT2,30542,R1,1.2132360707570277e-9,5.999400059994001e-4
cg01221209,ENSG00000063438,AHRR,116479,L10,1.2788292626145494e-9,3.9996000399960006e-4
cg15000071,ENSG00000273455,RP11-305O4.3,916822,R6,1.338909058903728e-9,1.9998000199980003e-4
cg07963705,ENSG00000216937,CCDC7,41062,L3,1.3709791995733292e-9,7.999200079992001e-4
cg14081251,ENSG00000171169,NAIF1,148072,R7,1.3755287748641858e-9,2.9997000299970003e-4
cg06954677,ENSG00000272479,RP11-301G7.1,503374,R7,1.3972566304681694e-9,2.9997000299970003e-4
cg15463989,ENSG00000223657,KRT8P51,896466,L9,1.4062662450763517e-9,9.99900009999e-4
cg08382072,ENSG00000111843,TMEM14C,201837,R6,1.4124283061868605e-9,2.9997000299970003e-4
cg08767044,ENSG00000277369,RP11-486I11.2,212537,R9,1.4891415002559952e-9,5.999400059994001e-4
cg13640423,ENSG00000240452,MTCO1P29,28785,R2,1.5086922074652e-9,2.9997000299970003e-4
cg05709468,ENSG00000264924,RP11-799B12.2,93796,L8,1.5462993767306963e-9,4.999500049995e-4
cg26787863,ENSG00000226330,RP11-739N20.2,60509,R3,1.8312193567896124e-9,3.9996000399960006e-4
cg02693150,ENSG00000253878,RP11-347C18.3,76497,L2,1.8629488893947816e-9,9.999000099990002e-5
cg27606671,ENSG00000255236,CTD-2655K5.1,16477,L1,1.94072472862178e-9,1.9998000199980003e-4
cg13787610,ENSG00000254420,RP11-452H21.1,463477,L9,1.945116599132713e-9,9.999000099990002e-5
cg17459635,ENSG00000181991,MRPS11,157610,L8,2.0421323793666556e-9,9.999000099990002e-5
cg15999833,ENSG00000106603,COA1,315745,R3,2.0488272437834434e-9,9.99900009999e-4
cg00366037,ENSG00000227186,RP11-77G23.5,2110,R3,2.1211017362049193e-9,9.999000099990002e-5
cg23609749,ENSG00000156110,ADK,95317,R2,2.123961833991e-9,4.999500049995e-4
